complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0671,text,There is pipeline leakage near Ward-07 in Sambalpur since 1 day.,en,There is pipeline leakage near Ward-07 in Sambalpur since 1 day.,water,pipeline leakage,Sambalpur,Ward-07,2026-01-12 02:55:00,low,3,O050,Water Supply,0.22,0,submitted
C0672,audio,"There is stagnant water near residential area in Ward-11, Sambalpur.",en,"There is stagnant water near residential area in Ward-11, Sambalpur.",health,stagnant water,Sambalpur,Ward-11,2026-03-12 17:57:00,medium,1,O062,Public Health,0.67,0,submitted
C0673,text,"Ward-15, Puri ରେ ଅବୈଧ ପାର୍କିଂ ସମସ୍ୟା ଅଛି।",or,"illegal parking at junction in Ward-15, Puri.",transport,illegal parking,Puri,Ward-15,2026-01-16 23:46:00,high,2,O048,Traffic & Transport,0.9,2,in_progress
C0674,text,"smoke nuisance observed in Ward-11, Sambalpur.",en,"smoke nuisance observed in Ward-11, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-11,2026-02-12 10:21:00,medium,1,O062,Public Health,0.6,3,submitted
C0675,text,"Public safety complaint: open electric box in Ward-07, Sambalpur.",en,"Public safety complaint: open electric box in Ward-07, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-07,2026-02-19 09:56:00,low,6,O059,Public Safety,0.28,0,submitted
C0676,text,"bus stop damage at junction in Ward-07, Sambalpur.",en,"bus stop damage at junction in Ward-07, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-07,2026-02-27 04:17:00,low,5,O063,Traffic & Transport,0.36,2,submitted
C0677,text,"Citizens reported damaged footpath near school in Ward-01, Bhubaneswar.",en,"Citizens reported damaged footpath near school in Ward-01, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-01,2026-03-13 05:29:00,high,5,O008,Roads & Works,0.76,1,submitted
C0678,text,"Transport complaint: traffic signal not working near bus stand in Ward-11, Sambalpur.",en,"Transport complaint: traffic signal not working near bus stand in Ward-11, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-11,2026-03-10 21:05:00,medium,4,O063,Traffic & Transport,0.77,2,submitted
C0679,text,"Public safety complaint: unsafe construction debris in Ward-01, Bhubaneswar.",en,"Public safety complaint: unsafe construction debris in Ward-01, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-01,2026-02-26 17:53:00,medium,2,O012,Public Safety,0.94,1,submitted
C0680,text,"broken divider on main road of Ward-07, Sambalpur.",en,"broken divider on main road of Ward-07, Sambalpur.",roads,broken divider,Sambalpur,Ward-07,2026-02-12 17:18:00,medium,9,O055,Roads & Works,0.7,1,submitted
C0681,text,ବସ୍ ଷ୍ଟପ୍ ଖରାପ ଯୋଗୁଁ ଯାତାୟାତ ପ୍ରଭାବିତ ହେଉଛି।,or,"bus stop damage at junction in Ward-19, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-19,2026-02-20 03:15:00,high,2,O016,Traffic & Transport,0.61,3,resolved
C0682,text,गलत पार्किंग के कारण यातायात प्रभावित है।,hi,"illegal parking at junction in Ward-15, Puri.",transport,illegal parking,Puri,Ward-15,2026-03-06 18:48:00,medium,1,O048,Traffic & Transport,0.96,3,submitted
C0683,text,"Ward-04, Sambalpur में आवारा कुत्ते की समस्या से खतरा है।",hi,"stray dog issue creating danger in Ward-04, Sambalpur.",public_safety,stray dog issue,Sambalpur,Ward-04,2026-02-21 14:26:00,medium,3,O060,Public Safety,0.43,3,submitted
C0684,audio,"People are suffering due to manhole cover broken in Ward-10, Puri.",en,"People are suffering due to manhole cover broken in Ward-10, Puri.",drainage,manhole cover broken,Puri,Ward-10,2026-03-04 11:14:00,medium,1,O042,Drainage,0.84,3,submitted
C0685,video,"Citizens reported broken divider near school in Ward-03, Cuttack.",en,"Citizens reported broken divider near school in Ward-03, Cuttack.",roads,broken divider,Cuttack,Ward-03,2026-03-02 11:21:00,medium,6,O023,Roads & Works,0.8,0,in_progress
C0686,text,"Ward-06, Puri ରେ ନଷ୍ଟ ଫୁଟପାଥ ମରାମତି ଦରକାର।",or,"damaged footpath on main road of Ward-06, Puri.",roads,damaged footpath,Puri,Ward-06,2026-01-19 17:35:00,medium,5,O039,Roads & Works,0.23,0,in_progress
C0687,audio,"low pressure has affected houses around Ward-07, Sambalpur.",en,"low pressure has affected houses around Ward-07, Sambalpur.",water,low pressure,Sambalpur,Ward-07,2026-01-11 21:52:00,high,1,O049,Water Supply,0.51,3,resolved
C0688,text,"People in Ward-19, Bhubaneswar are facing sparking wire since 2 hours.",en,"People in Ward-19, Bhubaneswar are facing sparking wire since 2 hours.",electricity,sparking wire,Bhubaneswar,Ward-19,2026-03-05 03:37:00,medium,2,O003,Electrical,0.85,3,submitted
C0689,text,"manhole cover broken near Ward-08, Bhubaneswar after rain.",en,"manhole cover broken near Ward-08, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-08,2026-01-26 04:27:00,high,2,O010,Drainage,0.95,3,submitted
C0690,text,"Ward-03, Cuttack ରେ ଧୂଆଁର ଅସୁବିଧା ଅଭିଯୋଗ ଅଛି।",or,"smoke nuisance observed in Ward-03, Cuttack.",health,smoke nuisance,Cuttack,Ward-03,2026-01-03 10:25:00,low,6,O029,Public Health,0.49,2,submitted
C0691,text,"People in Ward-19, Bhubaneswar are facing street light failure since 2 days.",en,"People in Ward-19, Bhubaneswar are facing street light failure since 2 days.",electricity,street light failure,Bhubaneswar,Ward-19,2026-02-04 17:39:00,medium,2,O003,Electrical,0.76,1,submitted
C0692,text,Sambalpur ର Ward-16 ରେ ସିୱର ଓଭରଫ୍ଲୋ ହେଉଛି।,or,"sewer overflow near Ward-16, Sambalpur after rain.",drainage,sewer overflow,Sambalpur,Ward-16,2026-03-01 03:36:00,low,6,O057,Drainage,0.41,3,in_progress
C0693,video,"Ward-10, Puri ରେ ନଷ୍ଟ ଫୁଟପାଥ ମରାମତି ଦରକାର।",or,"damaged footpath on main road of Ward-10, Puri.",roads,damaged footpath,Puri,Ward-10,2026-01-07 22:24:00,medium,3,O039,Roads & Works,0.21,0,submitted
C0694,text,"People in Ward-04, Sambalpur are facing sparking wire since 5 hours.",en,"People in Ward-04, Sambalpur are facing sparking wire since 5 hours.",electricity,sparking wire,Sambalpur,Ward-04,2026-02-17 00:26:00,medium,2,O052,Electrical,0.43,2,in_progress
C0695,text,आवारा कुत्ते की समस्या के लिए तुरंत कार्रवाई चाहिए।,hi,"stray dog issue creating danger in Ward-18, Puri.",public_safety,stray dog issue,Puri,Ward-18,2026-03-03 07:23:00,high,1,O044,Public Safety,0.56,2,submitted
C0696,text,There is contaminated water near Ward-11 in Sambalpur since 5 hours.,en,There is contaminated water near Ward-11 in Sambalpur since 5 hours.,water,contaminated water,Sambalpur,Ward-11,2026-01-18 08:44:00,medium,4,O049,Water Supply,0.56,3,in_progress
C0697,video,"Public safety complaint: open electric box in Ward-19, Bhubaneswar.",en,"Public safety complaint: open electric box in Ward-19, Bhubaneswar.",public_safety,open electric box,Bhubaneswar,Ward-19,2026-03-16 09:27:00,high,1,O011,Public Safety,0.44,3,resolved
C0698,text,"street light failure reported in Ward-27, Cuttack for 1 week.",en,"street light failure reported in Ward-27, Cuttack for 1 week.",electricity,street light failure,Cuttack,Ward-27,2026-02-18 10:06:00,high,2,O019,Electrical,0.66,2,in_progress
C0699,text,"bus stop damage at junction in Ward-06, Puri.",en,"bus stop damage at junction in Ward-06, Puri.",transport,bus stop damage,Puri,Ward-06,2026-01-13 20:09:00,low,8,O047,Traffic & Transport,0.88,0,submitted
C0700,video,"There is illegal dumping near residential area in Ward-16, Sambalpur.",en,"There is illegal dumping near residential area in Ward-16, Sambalpur.",health,illegal dumping,Sambalpur,Ward-16,2026-02-02 12:49:00,low,7,O061,Public Health,0.57,2,in_progress
C0701,text,"Complaint about overflowing bin near apartment block in Ward-14, Cuttack.",en,"Complaint about overflowing bin near apartment block in Ward-14, Cuttack.",sanitation,overflowing bin,Cuttack,Ward-14,2026-02-07 11:41:00,medium,3,O022,Sanitation,0.22,3,in_progress
C0702,text,"Health-related complaint about stagnant water in Ward-06, Puri.",en,"Health-related complaint about stagnant water in Ward-06, Puri.",health,stagnant water,Puri,Ward-06,2026-02-08 01:23:00,high,1,O045,Public Health,0.2,0,resolved
C0703,text,"Residents in Ward-18, Puri are facing low pressure for 1 week.",en,"Residents in Ward-18, Puri are facing low pressure for 1 week.",water,low pressure,Puri,Ward-18,2026-01-05 01:44:00,medium,5,O034,Water Supply,0.41,0,resolved
C0704,video,"Transport complaint: bus stop damage near bus stand in Ward-16, Sambalpur.",en,"Transport complaint: bus stop damage near bus stand in Ward-16, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-16,2026-02-01 20:01:00,low,4,O063,Traffic & Transport,0.32,1,submitted
C0705,text,"Residents in Ward-12, Bhubaneswar are facing pipeline leakage for 2 hours.",en,"Residents in Ward-12, Bhubaneswar are facing pipeline leakage for 2 hours.",water,pipeline leakage,Bhubaneswar,Ward-12,2026-02-26 05:39:00,low,4,O002,Water Supply,0.46,2,resolved
C0706,video,"Ward-27, Cuttack में गिरा हुआ पेड़ से खतरा है।",hi,"fallen tree creating danger in Ward-27, Cuttack.",public_safety,fallen tree,Cuttack,Ward-27,2026-01-17 19:52:00,high,1,O027,Public Safety,0.41,0,submitted
C0707,text,"mosquito breeding observed in Ward-09, Cuttack.",en,"mosquito breeding observed in Ward-09, Cuttack.",health,mosquito breeding,Cuttack,Ward-09,2026-03-13 16:44:00,medium,3,O029,Public Health,0.93,0,submitted
C0708,video,"Ward-08, Bhubaneswar ରେ ଆବର୍ଜନା ଉଠାଯାଇନି ସମସ୍ୟା ଅଛି।",or,"garbage not collected in Ward-08, Bhubaneswar for the last 5 hours.",sanitation,garbage not collected,Bhubaneswar,Ward-08,2026-02-02 07:29:00,low,5,O005,Sanitation,0.94,1,in_progress
C0709,text,Ward-03 ଅଞ୍ଚଳରେ ମ୍ୟାନହୋଲ୍ ଢକନା ଭଙ୍ଗିଯାଇଛି ସମସ୍ୟା ହେଉଛି।,or,"manhole cover broken near Ward-03, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-03,2026-01-28 06:26:00,high,3,O025,Drainage,0.41,2,submitted
C0710,text,"Complaint filed for manhole cover broken in Ward-04, Sambalpur since 3 days.",en,"Complaint filed for manhole cover broken in Ward-04, Sambalpur since 3 days.",drainage,manhole cover broken,Sambalpur,Ward-04,2026-01-04 11:53:00,medium,3,O058,Drainage,0.32,3,submitted
C0711,text,"broken divider on main road of Ward-10, Puri.",en,"broken divider on main road of Ward-10, Puri.",roads,broken divider,Puri,Ward-10,2026-02-10 05:16:00,low,7,O040,Roads & Works,0.6,3,submitted
C0712,text,"Ward-18, Puri में खतरनाक निर्माण मलबा से खतरा है।",hi,"unsafe construction debris creating danger in Ward-18, Puri.",public_safety,unsafe construction debris,Puri,Ward-18,2026-03-16 12:57:00,low,3,O044,Public Safety,0.53,0,submitted
C0713,video,"People are suffering due to manhole cover broken in Ward-06, Puri.",en,"People are suffering due to manhole cover broken in Ward-06, Puri.",drainage,manhole cover broken,Puri,Ward-06,2026-02-19 11:44:00,medium,5,O042,Drainage,0.51,3,in_progress
C0714,text,"Citizens reported road signage missing in Ward-15, Puri.",en,"Citizens reported road signage missing in Ward-15, Puri.",transport,road signage missing,Puri,Ward-15,2026-02-06 16:49:00,medium,5,O047,Traffic & Transport,0.51,1,resolved
C0715,audio,"dead animal pickup in Ward-09, Cuttack for the last 2 hours.",en,"dead animal pickup in Ward-09, Cuttack for the last 2 hours.",sanitation,dead animal pickup,Cuttack,Ward-09,2026-01-15 10:29:00,medium,2,O021,Sanitation,0.32,3,submitted
C0716,text,"Citizens reported damaged footpath near school in Ward-09, Cuttack.",en,"Citizens reported damaged footpath near school in Ward-09, Cuttack.",roads,damaged footpath,Cuttack,Ward-09,2026-02-11 01:10:00,high,2,O024,Roads & Works,0.57,1,resolved
C0717,audio,"Citizens reported traffic signal not working in Ward-07, Sambalpur.",en,"Citizens reported traffic signal not working in Ward-07, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-07,2026-03-08 07:20:00,medium,5,O063,Traffic & Transport,0.77,3,in_progress
C0718,text,"Transport complaint: traffic signal not working near bus stand in Ward-18, Puri.",en,"Transport complaint: traffic signal not working near bus stand in Ward-18, Puri.",transport,traffic signal not working,Puri,Ward-18,2026-02-01 05:21:00,high,2,O047,Traffic & Transport,0.68,0,in_progress
C0719,text,"Citizens reported traffic signal not working in Ward-09, Cuttack.",en,"Citizens reported traffic signal not working in Ward-09, Cuttack.",transport,traffic signal not working,Cuttack,Ward-09,2026-02-26 03:11:00,medium,5,O032,Traffic & Transport,0.42,3,submitted
C0720,text,गंदा सार्वजनिक शौचालय के कारण Ward-07 क्षेत्र में परेशानी है।,hi,"unclean public toilet in Ward-07, Sambalpur for the last 3 days.",sanitation,unclean public toilet,Sambalpur,Ward-07,2026-03-04 20:06:00,low,2,O054,Sanitation,0.33,3,in_progress
C0721,text,ଅବୈଧ ପାର୍କିଂ ଯୋଗୁଁ ଯାତାୟାତ ପ୍ରଭାବିତ ହେଉଛି।,or,"illegal parking at junction in Ward-12, Bhubaneswar.",transport,illegal parking,Bhubaneswar,Ward-12,2026-03-10 19:58:00,medium,2,O016,Traffic & Transport,0.49,2,resolved
C0722,audio,"Urgent: sparking wire near market area of Ward-06, Puri.",en,"Urgent: sparking wire near market area of Ward-06, Puri.",electricity,sparking wire,Puri,Ward-06,2026-01-01 22:21:00,low,4,O035,Electrical,0.4,3,submitted
C0723,text,"Complaint filed for blocked drain in Ward-04, Sambalpur since 2 days.",en,"Complaint filed for blocked drain in Ward-04, Sambalpur since 2 days.",drainage,blocked drain,Sambalpur,Ward-04,2026-02-06 15:21:00,medium,4,O058,Drainage,0.8,2,submitted
C0724,video,"Health-related complaint about smoke nuisance in Ward-02, Puri.",en,"Health-related complaint about smoke nuisance in Ward-02, Puri.",health,smoke nuisance,Puri,Ward-02,2026-03-04 18:02:00,medium,4,O045,Public Health,0.51,0,submitted
C0725,text,"Citizens reported road signage missing in Ward-21, Cuttack.",en,"Citizens reported road signage missing in Ward-21, Cuttack.",transport,road signage missing,Cuttack,Ward-21,2026-01-04 19:04:00,medium,6,O031,Traffic & Transport,0.23,0,submitted
C0726,text,"unsafe construction debris creating danger in Ward-08, Bhubaneswar.",en,"unsafe construction debris creating danger in Ward-08, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-08,2026-02-07 07:07:00,high,1,O012,Public Safety,0.4,1,in_progress
C0727,text,"Immediate action needed for unsafe construction debris near Ward-19, Bhubaneswar.",en,"Immediate action needed for unsafe construction debris near Ward-19, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-19,2026-01-05 05:38:00,high,2,O011,Public Safety,0.73,3,submitted
C0728,text,"Complaint about dead animal pickup near apartment block in Ward-11, Sambalpur.",en,"Complaint about dead animal pickup near apartment block in Ward-11, Sambalpur.",sanitation,dead animal pickup,Sambalpur,Ward-11,2026-01-02 21:45:00,low,2,O054,Sanitation,0.25,3,in_progress
C0729,text,"mosquito breeding observed in Ward-15, Puri.",en,"mosquito breeding observed in Ward-15, Puri.",health,mosquito breeding,Puri,Ward-15,2026-03-05 16:31:00,medium,2,O046,Public Health,0.74,2,submitted
C0730,text,"Transport complaint: road signage missing near bus stand in Ward-19, Bhubaneswar.",en,"Transport complaint: road signage missing near bus stand in Ward-19, Bhubaneswar.",transport,road signage missing,Bhubaneswar,Ward-19,2026-01-28 05:28:00,medium,3,O016,Traffic & Transport,0.22,1,in_progress
C0731,audio,गैरकानूनी कचरा फेंकना के कारण स्वास्थ्य जोखिम है।,hi,"illegal dumping observed in Ward-04, Sambalpur.",health,illegal dumping,Sambalpur,Ward-04,2026-02-16 04:08:00,medium,5,O061,Public Health,0.94,3,submitted
C0732,audio,Bhubaneswar ର Ward-05 ରେ ଜଳ ଜମା ହେଉଛି।,or,"waterlogging near Ward-05, Bhubaneswar after rain.",drainage,waterlogging,Bhubaneswar,Ward-05,2026-03-06 10:13:00,low,6,O010,Drainage,0.42,0,in_progress
C0733,text,"There is smoke nuisance near residential area in Ward-06, Puri.",en,"There is smoke nuisance near residential area in Ward-06, Puri.",health,smoke nuisance,Puri,Ward-06,2026-01-16 11:25:00,high,1,O046,Public Health,0.62,3,in_progress
C0734,audio,"Health-related complaint about smoke nuisance in Ward-19, Bhubaneswar.",en,"Health-related complaint about smoke nuisance in Ward-19, Bhubaneswar.",health,smoke nuisance,Bhubaneswar,Ward-19,2026-01-20 11:08:00,high,3,O013,Public Health,0.59,3,resolved
